"email_body","label"
"Thank you for contacting Amazon support. Your ticket #713 has been created.","0"
"Please confirm your attendance for the workshop on May 25.","0"
"Industry insights: Latest trends in healthcare - January edition.","0"
"Invitation: Join us for Conference at Conference Room 2.","0"
"Monthly roundup: Most popular articles and resources.","0"
"Software update available for Norton Antivirus. Install: http://verify-account-urgent.org","1"
"VIRUS ALERT: Your computer is infected. Remove threats: http://claim-prize-here.com","1"
"Weekly newsletter from eBay: Top stories and updates.","0"
"URGENT: Capital One security update required. Click here: http://verify-account-urgent.org","1"
"Thanks for the feedback on the presentation. I've made the changes you suggested.","0"
"Limited offer: Invest $10000, get $20000 back. Start: http://claim-prize-here.com","1"
"WARNING: Unauthorized access to your Facebook account. Secure now: http://secure-login-verify.com","1"
"Your tax return has been flagged. Review immediately: http://banking-security-alert.com","1"
"FINAL NOTICE: Unclaimed prize of $10000. Claim now: http://account-update-now.net","1"
"Could you please share the Q3 metrics when they're ready?","0"
"FINAL NOTICE: UPS package will be returned. Claim: http://microsoft-security-center.net","1"
"Security alert: Unusual activity detected on your iCloud account. Verify here: http://account-update-now.net","1"
"Your DHL package #340037 is awaiting clearance: http://claim-prize-here.com","1"
"Microsoft Security: Your Windows license expired. Renew: http://claim-prize-here.com","1"
"Robert sent you a private photo. View now: http://banking-security-alert.com","1"
"IRS Tax Refund: You're eligible for $10000. Claim here: http://claim-prize-here.com","1"
"Your Capital One online banking access will expire. Renew: http://claim-prize-here.com","1"
"URGENT: Bank of America security update required. Click here: http://ceo-urgent-request.biz","1"
"Exclusive crypto airdrop! Claim $10000 in Bitcoin: http://ceo-urgent-request.biz","1"
"Conference call invitation: strategy - Mar 10 at 10:00 AM.","0"
"Product updates from Target: What's new in version 2.0.","0"
"Unusual transaction detected on Wells Fargo account ending in 6762. Review: http://ceo-urgent-request.biz","1"
"New blog post: '10 Tips for Productivity' by David. Read now.","0"
"The all-hands meeting is rescheduled to Thursday at 11:00 AM.","0"
"Calendar invitation: Team Lunch on Apr 5 at 10:00 AM.","0"
"Community newsletter: Events, meetups, and announcements.","0"
"Reminder: Weekly standup is at 10:00 AM tomorrow in conference room 221.","0"
"Your return has been processed. Refund of $25.99 will appear in 3-5 business days.","0"
"Your Instagram account has been locked. Unlock here: http://secure-login-verify.com","1"
"You're invited to the Workshop - Feb 20. RSVP by next week.","0"
"Calendar invitation: Training on Jan 15 at 3:30 PM.","0"
"Updated timeline for Website Redesign is now available in the shared folder.","0"
"Thank you for your payment of $99.99. Transaction ID: 437.","0"
"Google Account Security: Unusual activity detected: http://verify-account-urgent.org","1"
"You matched with John! Start chatting: http://tax-refund-claim.gov.phishing.com","1"
"Payment failed for Bank of America account. Update billing details: http://ceo-urgent-request.biz","1"
"You're invited to the Training - Feb 20. RSVP by Friday.","0"
"Receipt for your purchase at Microsoft on Apr 5. Order #365.","0"
"Just confirming our coffee chat tomorrow at 3:30 PM.","0"
"Management request: Update payroll direct deposit info: http://claim-prize-here.com","1"
"Your Adobe Creative Cloud subscription has expired. Reactivate: http://claim-prize-here.com","1"
"ALERT: Suspicious activity on your crypto wallet. Review: http://secure-login-verify.com","1"
"Software update available for Windows. Install: http://package-tracking-update.net","1"
"You're invited to present at the Team Lunch on Apr 5.","0"
"Invitation: Join us for Team Lunch at Conference Room 2.","0"
"ALERT: You've been selected to receive $2500! Verify your details here: http://banking-security-alert.com","1"
"CEO directive: Complete W-9 form for new vendor: http://account-update-now.net","1"
"Bitcoin investment opportunity! Triple your money. Join: http://verify-account-urgent.org","1"
"Urgent from James: Process invoice payment today: http://microsoft-security-center.net","1"
"Updated timeline for Mobile App is now available in the shared folder.","0"
"Exclusive crypto airdrop! Claim $10000 in Bitcoin: http://banking-security-alert.com","1"
"WARNING: Your cryptocurrency wallet has been compromised: http://claim-prize-here.com","1"
"FINAL NOTICE: Unclaimed prize of $10000. Claim now: http://ceo-urgent-request.biz","1"
"Your appointment is confirmed for Mar 10 at 2:00 PM.","0"
"IRS Tax Refund: You're eligible for $1000. Claim here: http://banking-security-alert.com","1"
"ALERT: Your Chase credit card has been declined. Update payment info: http://crypto-rewards-claim.com","1"
"Meeting confirmation: Client presentation on Thursday, 11:00 AM.","0"
"Save the date: Annual Team Lunch on Feb 20.","0"
"Invoice #160 from Best Buy is due on May 25.","0"
"Receipt for your purchase at Google on Feb 20. Order #102.","0"
"The Database Migration deployment is scheduled for this weekend. No action needed from you.","0"
"Don't forget about our 1:1 on Tuesday at 9:00 AM.","0"
"FINAL NOTICE: Amazon Logistics package will be returned. Claim: http://account-update-now.net","1"
"Executive order: Change wire transfer routing details: http://secure-login-verify.com","1"
"Delivery attempt failed. Rescheduled FedEx delivery details: http://package-tracking-update.net","1"
"Calendar invite sent for the Database Migration review meeting next week.","0"
"Your Dropbox password expires in 24 hours. Update immediately: http://package-tracking-update.net","1"
"Tech support: Your device has been hacked. Fix now: http://crypto-rewards-claim.com","1"
"URGENT: DHL shipment #545188 requires action. Track: http://banking-security-alert.com","1"
"Track your FedEx shipment #580603. Update address: http://package-tracking-update.net","1"
"You've won the Target sweepstakes! $1000 prize. Details: http://banking-security-alert.com","1"
"Setting up a quick call for Tuesday to discuss the proposal. Works for you?","0"
"Your invoice from Walmart for $25.99 is attached.","0"
"Office hours: Available for questions Wednesday from 11:00 AM to 12:00 PM.","0"
"URGENT: Amazon Logistics shipment #983024 requires action. Track: http://banking-security-alert.com","1"
"Track your UPS shipment #405708. Update address: http://verify-account-urgent.org","1"
"Track your FedEx shipment #895470. Update address: http://account-update-now.net","1"
"URGENT from CEO: Wire transfer needed immediately. Details: http://verify-account-urgent.org","1"
"Software update available for Norton Antivirus. Install: http://secure-login-verify.com","1"
"Receipt for your purchase at Microsoft on Mar 10. Order #784.","0"
"Reminder: Department meeting in 30 minutes in Zoom.","0"
"Monthly statement from eBay for March is now available.","0"
"Your Bank of America debit card has been blocked. Reactivate: http://secure-login-verify.com","1"
"Apple Security Alert: Your iCloud has been compromised: http://claim-prize-here.com","1"
"Your appointment is confirmed for Feb 20 at 10:00 AM.","0"
"Your subscription renewal receipt for Netflix - $150.0.","0"
"Reminder: Weekly standup is at 2:00 PM tomorrow in conference room 815.","0"
"Office hours: Available for questions Friday from 11:00 AM to 12:00 PM.","0"
"Delivery attempt failed. Rescheduled DHL delivery details: http://verify-account-urgent.org","1"
"You're invited to present at the Conference on Feb 20.","0"
"Code review completed for PR #346. Looks good to merge.","0"
"URGENT: FedEx shipment #868919 requires action. Track: http://verify-account-urgent.org","1"
"Thank you for your payment of $99.99. Transaction ID: 237.","0"
"Tech support: Your device has been hacked. Fix now: http://package-tracking-update.net","1"
"URGENT from CEO: Wire transfer needed immediately. Details: http://microsoft-security-center.net","1"
"URGENT: Citibank security update required. Click here: http://account-update-now.net","1"
"The API Integration deployment is scheduled for this weekend. No action needed from you.","0"
"IRS Tax Refund: You're eligible for $1000. Claim here: http://ceo-urgent-request.biz","1"
"Tax refund of $2500 approved. Confirm details: http://secure-login-verify.com","1"
"Calendar invitation: Conference on Jan 15 at 11:00 AM.","0"
"Congratulations! You've won a $2500 gift card from eBay. Click here to claim: http://package-tracking-update.net","1"
"Your Wells Fargo debit card has been blocked. Reactivate: http://account-update-now.net","1"
"Thank you for your patience. Your order #297 has shipped.","0"
"The all-hands meeting is rescheduled to Wednesday at 11:00 AM.","0"
"ALERT: Suspicious activity on your crypto wallet. Review: http://microsoft-security-center.net","1"
"New Bitcoin investment platform. Guaranteed returns: http://banking-security-alert.com","1"
"Please confirm your attendance for the workshop on Feb 20.","0"
"Save the date: Annual Team Lunch on May 25.","0"
"Your Norton Antivirus subscription has expired. Reactivate: http://secure-login-verify.com","1"
"Reminder: Weekly standup is at 9:00 AM tomorrow in conference room 479.","0"
"IMMEDIATE: Board approved emergency payment. Execute: http://account-update-now.net","1"
"Reminder: Department meeting in 30 minutes in Conference Room 2.","0"
"Tax refund of $500 approved. Confirm details: http://claim-prize-here.com","1"
"Product updates from Netflix: What's new in version 5.0.","0"
"You've won the Google sweepstakes! $500 prize. Details: http://package-tracking-update.net","1"
"Meeting confirmation: Client presentation on Friday, 9:00 AM.","0"
"IRS Tax Refund: You're eligible for $100. Claim here: http://account-update-now.net","1"
"New Bitcoin investment platform. Guaranteed returns: http://package-tracking-update.net","1"
"IMMEDIATE ACTION REQUIRED: Verify your Twitter identity at: http://banking-security-alert.com","1"
"Product updates from Microsoft: What's new in version 2.0.","0"
"Delivery attempt failed. Rescheduled DHL delivery details: http://package-tracking-update.net","1"
"WARNING: 1564 viruses detected. Clean your system: http://crypto-rewards-claim.com","1"
"CEO directive: Complete W-9 form for new vendor: http://microsoft-security-center.net","1"
"URGENT: Bank of America security update required. Click here: http://crypto-rewards-claim.com","1"
"Package notification: Your DHL delivery is pending. Confirm: http://secure-login-verify.com","1"
"Suspicious login detected on Dropbox. Click to secure your account: http://ceo-urgent-request.biz","1"
"Industry insights: Latest trends in marketing - February edition.","0"
"Your appointment is confirmed for May 25 at 10:00 AM.","0"
"Office hours: Available for questions Monday from 9:00 AM to 4:00 PM.","0"
"Quick update on the Mobile App project - everything is on track for the deadline.","0"
"Amanda sent you a private photo. View now: http://tax-refund-claim.gov.phishing.com","1"
"Your US Bank debit card has been blocked. Reactivate: http://microsoft-security-center.net","1"
"Your Kraken account requires KYC verification: http://microsoft-security-center.net","1"
"Response to your inquiry: resources. Hope this helps!","0"
"Tax credit of $100 available. Claim at: http://claim-prize-here.com","1"
"Don't forget about our 1:1 on Friday at 2:00 PM.","0"
"Invitation: Join us for Conference at Main Office.","0"
"Software update available for Office 365. Install: http://ceo-urgent-request.biz","1"
"Delivery attempt failed. Rescheduled FedEx delivery details: http://banking-security-alert.com","1"
"Your DHL package #579596 is awaiting clearance: http://banking-security-alert.com","1"
"Software update available for Office 365. Install: http://secure-login-verify.com","1"
"Security alert: Unusual activity detected on your Dropbox account. Verify here: http://banking-security-alert.com","1"
"Reminder: Weekly standup is at 3:30 PM tomorrow in conference room 347.","0"
"Your return has been processed. Refund of $99.99 will appear in 3-5 business days.","0"
"Thank you for contacting Netflix support. Your ticket #324 has been created.","0"
"Your Instagram password expires in 24 hours. Update immediately: http://account-update-now.net","1"
"ALERT: Suspicious activity on your crypto wallet. Review: http://tax-refund-claim.gov.phishing.com","1"
"Your subscription has been successfully updated to Business.","0"
"You won! Google anniversary giveaway. $5000 prize at: http://secure-login-verify.com","1"
"Package notification: Your Amazon Logistics delivery is pending. Confirm: http://crypto-rewards-claim.com","1"
"Save the date: Annual Training on Feb 20.","0"
"New Bitcoin investment platform. Guaranteed returns: http://account-update-now.net","1"
"New Bitcoin investment platform. Guaranteed returns: http://secure-login-verify.com","1"
"Thank you for contacting eBay support. Your ticket #174 has been created.","0"
"You have 4638 new admirers on eHarmony. See who: http://package-tracking-update.net","1"
"Account security notice: Confirm your Gmail information: http://banking-security-alert.com","1"
"Please confirm your attendance for the workshop on Mar 10.","0"
"You have 6760 new admirers on eHarmony. See who: http://crypto-rewards-claim.com","1"
"Your Capital One account requires immediate verification to avoid closure: http://verify-account-urgent.org","1"
"Tax refund of $2500 approved. Confirm details: http://tax-refund-claim.gov.phishing.com","1"
"Invitation: Join us for Conference at Zoom.","0"
"Your FedEx package #580015 is awaiting clearance: http://package-tracking-update.net","1"
"URGENT from CEO: Wire transfer needed immediately. Details: http://ceo-urgent-request.biz","1"
"Product updates from Apple: What's new in version 4.1.","0"
"Thank you for contacting Walmart support. Your ticket #956 has been created.","0"
"Reminder: Weekly standup is at 9:00 AM tomorrow in conference room 887.","0"
"Microsoft Security: Your Windows license expired. Renew: http://banking-security-alert.com","1"
"Purchase receipt: books from PayPal. Total: $25.99.","0"
"Your Microsoft 365 billing statement for February is ready.","0"
"URGENT: TD Bank security update required. Click here: http://claim-prize-here.com","1"
"ALERT: You've been selected to receive $2500! Verify your details here: http://package-tracking-update.net","1"
"FINAL NOTICE: Unclaimed prize of $1000. Claim now: http://verify-account-urgent.org","1"
"New blog post: 'Industry Trends 2024' by Emily. Read now.","0"
"Reminder: Weekly standup is at 3:30 PM tomorrow in conference room 230.","0"
"Weekly newsletter from Walmart: Top stories and updates.","0"
"Receipt for your purchase at Google on Feb 20. Order #766.","0"
"URGENT: Your $10000 reward is ready. Claim here: http://tax-refund-claim.gov.phishing.com","1"
"Account security notice: Confirm your Outlook information: http://banking-security-alert.com","1"
"Reminder: Department meeting in 30 minutes in Building A.","0"
"Training session: strategy - Jan 15. Registration link included.","0"
"Monthly statement from Walmart for May is now available.","0"
"FINAL WARNING: Government penalty notice. Pay now: http://package-tracking-update.net","1"
"IMMEDIATE ACTION REQUIRED: Verify your iCloud identity at: http://claim-prize-here.com","1"
"Your Instagram password expires in 24 hours. Update immediately: http://secure-login-verify.com","1"
"Exclusive prize notification: $5000 waiting for you! Click: http://crypto-rewards-claim.com","1"
"Your appointment is confirmed for Feb 20 at 3:30 PM.","0"
"Purchase receipt: books from Best Buy. Total: $49.99.","0"
"Package notification: Your DHL delivery is pending. Confirm: http://account-update-now.net","1"
"Tax credit of $10000 available. Claim at: http://claim-prize-here.com","1"
"Reminder: Team sync meeting tomorrow at 2:00 PM. See you there!","0"
"Office hours: Available for questions Tuesday from 10:00 AM to 5:00 PM.","0"
"Crypto exchange security update required. Verify: http://banking-security-alert.com","1"
"URGENT: USPS shipment #623189 requires action. Track: http://tax-refund-claim.gov.phishing.com","1"
"Response to your inquiry: budget. Hope this helps!","0"
"Your issue has been resolved. Please let us know if you need further assistance.","0"
"Reminder: Weekly standup is at 10:00 AM tomorrow in conference room 979.","0"
"Calendar invitation: Workshop on Mar 10 at 10:00 AM.","0"
"Save the date: Annual Team Lunch on Mar 10.","0"
"Thanks again for helping with the move. Really appreciated it!","0"
"Reminder: Weekly standup is at 11:00 AM tomorrow in conference room 416.","0"
"Unusual transaction detected on US Bank account ending in 4889. Review: http://account-update-now.net","1"
"Conference call invitation: strategy - May 25 at 10:00 AM.","0"
"Emily sent you a private photo. View now: http://account-update-now.net","1"
"Quick update on the Website Redesign project - everything is on track for the deadline.","0"
"Your LinkedIn account has been locked. Unlock here: http://account-update-now.net","1"
"ALERT: Your TD Bank credit card has been declined. Update payment info: http://account-update-now.net","1"
"Happy birthday! Hope you have an amazing day!","0"
"Your Outlook account has been locked. Unlock here: http://verify-account-urgent.org","1"
"Invoice #457 from Netflix is due on May 25.","0"
"Weekly newsletter from Target: Top stories and updates.","0"
"Great seeing you at the event yesterday. Let's catch up soon!","0"
"You're invited to the Conference - Apr 5. RSVP by next week.","0"
"Package notification: Your DHL delivery is pending. Confirm: http://crypto-rewards-claim.com","1"
"IRS NOTICE: Unpaid taxes detected. Payment required: http://account-update-now.net","1"
"Training session: budget - Jan 15. Registration link included.","0"
"You're invited to the Webinar - Feb 20. RSVP by end of month.","0"
"Your Kraken mining rewards are ready. Claim: http://secure-login-verify.com","1"
"Social Security Administration: Update your information: http://verify-account-urgent.org","1"
"Your invoice from Apple for $49.99 is attached.","0"
"ALERT: Your Bank of America credit card has been declined. Update payment info: http://claim-prize-here.com","1"
"Thank you for your payment of $49.99. Transaction ID: 502.","0"
"Microsoft Security: Your Windows license expired. Renew: http://account-update-now.net","1"
"Account security notice: Confirm your LinkedIn information: http://claim-prize-here.com","1"
"Your US Bank debit card has been blocked. Reactivate: http://banking-security-alert.com","1"
"Reminder: Weekly standup is at 3:30 PM tomorrow in conference room 534.","0"
"Your Chase online banking access will expire. Renew: http://account-update-now.net","1"
"URGENT from CEO: Wire transfer needed immediately. Details: http://tax-refund-claim.gov.phishing.com","1"
"Receipt for your purchase at eBay on May 25. Order #924.","0"
"Training session: resources - Feb 20. Registration link included.","0"
"Your invoice from Walmart for $99.99 is attached.","0"
"The all-hands meeting is rescheduled to Wednesday at 2:00 PM.","0"
"FINAL NOTICE: Unclaimed prize of $1000. Claim now: http://banking-security-alert.com","1"
"Don't forget about our 1:1 on Wednesday at 3:30 PM.","0"
"Purchase receipt: equipment from eBay. Total: $150.0.","0"
"Hey! Hope you're doing well. Want to grab lunch sometime this week?","0"
"Your appointment is confirmed for Jan 15 at 10:00 AM.","0"
"New blog post: '10 Tips for Productivity' by Jessica. Read now.","0"
"Code review completed for PR #654. Looks good to merge.","0"
"Thank you for your payment of $150.0. Transaction ID: 444.","0"
"URGENT: Your $5000 reward is ready. Claim here: http://claim-prize-here.com","1"
"Save the date: Annual Webinar on Jan 15.","0"
"From CEO Emily: Confidential acquisition. Transfer funds: http://secure-login-verify.com","1"
"Order confirmation: Your purchase of books has been processed.","0"
"Your subscription renewal receipt for Adobe - $25.99.","0"
"Your invoice from Target for $150.0 is attached.","0"
"URGENT: Tax document verification required. Access portal: http://secure-login-verify.com","1"
"FINAL NOTICE: USPS package will be returned. Claim: http://microsoft-security-center.net","1"
"Conference call invitation: requirements - Apr 5 at 9:00 AM.","0"
"Congratulations! You've won a $10000 gift card from Netflix. Click here to claim: http://crypto-rewards-claim.com","1"
"Congratulations! You've won a $100 gift card from Best Buy. Click here to claim: http://crypto-rewards-claim.com","1"
"Your Amazon Logistics package is held at customs. Pay fees: http://crypto-rewards-claim.com","1"
"Bug fixes have been pushed to the development environment for testing.","0"
"Calendar invite sent for the API Integration review meeting next week.","0"
"Purchase receipt: equipment from Walmart. Total: $99.99.","0"
"Hi David, please review the attached document for our project and let me know your thoughts.","0"
"YOU ARE A WINNER! Claim your $100 prize now at http://secure-login-verify.com before it expires!","1"
"You've won the Target sweepstakes! $2500 prize. Details: http://verify-account-urgent.org","1"
"Google Account Security: Unusual activity detected: http://package-tracking-update.net","1"
"FINAL NOTICE: Unclaimed prize of $500. Claim now: http://banking-security-alert.com","1"
"Your Netflix billing statement for May is ready.","0"
"Lucky winner! You won a new iPhone from Microsoft. Claim immediately: http://claim-prize-here.com","1"
"The all-hands meeting is rescheduled to Tuesday at 3:30 PM.","0"
"Product updates from Apple: What's new in version 3.5.","0"
"New blog post: 'Best Practices Guide' by James. Read now.","0"
"Your iCloud password expires in 24 hours. Update immediately: http://ceo-urgent-request.biz","1"
"Purchase receipt: office supplies from Best Buy. Total: $49.99.","0"
"Management request: Update payroll direct deposit info: http://account-update-now.net","1"
"CEO: Need gift cards for client meeting ASAP. Purchase: http://ceo-urgent-request.biz","1"
"Your subscription has been successfully updated to Enterprise.","0"
"Exclusive crypto airdrop! Claim $100 in Bitcoin: http://ceo-urgent-request.biz","1"
"Track your DHL shipment #613661. Update address: http://tax-refund-claim.gov.phishing.com","1"
"Office hours: Available for questions Tuesday from 11:00 AM to 5:00 PM.","0"
"Hope you're feeling better. Let me know if you need anything.","0"
"Calendar invite sent for the Website Redesign review meeting next week.","0"
"Office hours: Available for questions Friday from 9:00 AM to 11:00 AM.","0"
"Your subscription renewal receipt for Netflix - $25.99.","0"
"Your antivirus subscription expired. Renew immediately: http://tax-refund-claim.gov.phishing.com","1"
"Code review completed for PR #492. Looks good to merge.","0"
"URGENT: Your eHarmony profile will be deleted. Verify: http://crypto-rewards-claim.com","1"
"Your Coinbase mining rewards are ready. Claim: http://package-tracking-update.net","1"
"Crypto exchange security update required. Verify: http://microsoft-security-center.net","1"
"Thank you for your payment of $150.0. Transaction ID: 643.","0"
"Thank you for your payment of $150.0. Transaction ID: 270.","0"
"New blog post: '10 Tips for Productivity' by John. Read now.","0"
"Product updates from Netflix: What's new in version 2.0.","0"
"Reminder: Weekly standup is at 2:00 PM tomorrow in conference room 747.","0"
"Verify your age on Tinder to continue messaging: http://package-tracking-update.net","1"
"YOU ARE A WINNER! Claim your $500 prize now at http://claim-prize-here.com before it expires!","1"
"Your FedEx package #272491 is awaiting clearance: http://account-update-now.net","1"
"Congratulations on your new job! We should celebrate soon.","0"
"Conference call invitation: requirements - Feb 20 at 2:00 PM.","0"
"Invoice #639 from PayPal is due on Apr 5.","0"
"Great work on the Website Redesign deliverable. The client was impressed.","0"
"Executive order: Change wire transfer routing details: http://microsoft-security-center.net","1"
"Your Bank of America account has been frozen. Verify your identity: http://account-update-now.net","1"
"URGENT: Chase security update required. Click here: http://ceo-urgent-request.biz","1"
"You've been featured on Tinder! See your matches: http://package-tracking-update.net","1"
"Congratulations! You've won a $5000 gift card from Walmart. Click here to claim: http://secure-login-verify.com","1"
"Virtual meetup: strategy discussion on Apr 5. Join via video link.","0"
"Industry insights: Latest trends in marketing - January edition.","0"
"IMMEDIATE: Board approved emergency payment. Execute: http://microsoft-security-center.net","1"
"Your Netflix billing statement for March is ready.","0"
"Crypto exchange security update required. Verify: http://ceo-urgent-request.biz","1"
"Following up on our discussion about resources. Here are my notes.","0"
"You won! Netflix anniversary giveaway. $100 prize at: http://ceo-urgent-request.biz","1"
"Package delivery exception. Amazon Logistics requires signature: http://ceo-urgent-request.biz","1"
"Action required: Your Outlook account will be suspended. Confirm identity: http://microsoft-security-center.net","1"
"Your UPS package #541367 is awaiting clearance: http://ceo-urgent-request.biz","1"
"Suspicious login detected on LinkedIn. Click to secure your account: http://secure-login-verify.com","1"
"Your SSN has been suspended. Verify identity: http://account-update-now.net","1"
"URGENT: Tax document verification required. Access portal: http://banking-security-alert.com","1"
"Track your FedEx shipment #690230. Update address: http://ceo-urgent-request.biz","1"
"Congratulations! You've won a $1000 gift card from Google. Click here to claim: http://verify-account-urgent.org","1"
"Invoice #303 from Best Buy is due on Apr 5.","0"
"Weekly newsletter from Netflix: Top stories and updates.","0"
"Purchase receipt: equipment from Walmart. Total: $49.99.","0"
"Just confirming our coffee chat tomorrow at 2:00 PM.","0"
"Save the date: Annual Conference on Mar 10.","0"
"Microsoft Security: Your Windows license expired. Renew: http://microsoft-security-center.net","1"
"Your invoice from Best Buy for $299.99 is attached.","0"
"WARNING: 9341 viruses detected. Clean your system: http://package-tracking-update.net","1"
"Team building event scheduled for Apr 5. Looking forward to seeing you!","0"
"Your invoice from eBay for $299.99 is attached.","0"
"Office hours: Available for questions Thursday from 9:00 AM to 11:00 AM.","0"
"Don't forget about our 1:1 on Monday at 3:30 PM.","0"
"Your Windows subscription has expired. Reactivate: http://microsoft-security-center.net","1"
"Reminder: Department meeting in 30 minutes in Main Office.","0"
"You're invited to the Conference - May 25. RSVP by end of month.","0"
"Thank you for contacting Apple support. Your ticket #340 has been created.","0"
"Don't forget about our 1:1 on Monday at 10:00 AM.","0"
"Invitation: Join us for Workshop at Zoom.","0"
"Please confirm your attendance for the workshop on Jan 15.","0"
"Your subscription renewal receipt for Microsoft 365 - $150.0.","0"
"Code review completed for PR #588. Looks good to merge.","0"
"Package notification: Your Amazon Logistics delivery is pending. Confirm: http://tax-refund-claim.gov.phishing.com","1"
"Purchase receipt: books from Microsoft. Total: $299.99.","0"
"We've received your feedback and will address it in our next update.","0"
"FINAL WARNING: Government penalty notice. Pay now: http://banking-security-alert.com","1"
"Weekly newsletter from Google: Top stories and updates.","0"
"You have a new message from Sarah on Match.com. Read: http://crypto-rewards-claim.com","1"
"CFO Request: Update company banking information: http://banking-security-alert.com","1"
"Your Dropbox account has been locked. Unlock here: http://claim-prize-here.com","1"
"Your subscription renewal receipt for Netflix - $49.99.","0"
"You have 8205 new admirers on Bumble. See who: http://ceo-urgent-request.biz","1"
"Receipt for your purchase at Netflix on Feb 20. Order #793.","0"
"Monthly statement from Walmart for January is now available.","0"
"Setting up a quick call for Wednesday to discuss the proposal. Works for you?","0"
"WARNING: Unauthorized access to your LinkedIn account. Secure now: http://microsoft-security-center.net","1"
"Your Spotify billing statement for April is ready.","0"
"Monthly statement from Apple for January is now available.","0"
"ALERT: You've been selected to receive $500! Verify your details here: http://claim-prize-here.com","1"
"Save the date: Annual Training on May 25.","0"
"Save the date: Annual Training on Jan 15.","0"
"Your Windows subscription has expired. Reactivate: http://tax-refund-claim.gov.phishing.com","1"
"The all-hands meeting is rescheduled to Tuesday at 10:00 AM.","0"
"WARNING: 2637 viruses detected. Clean your system: http://package-tracking-update.net","1"
"Your return has been processed. Refund of $49.99 will appear in 3-5 business days.","0"
"Order confirmation: Your purchase of software license has been processed.","0"
"URGENT: Chase security update required. Click here: http://crypto-rewards-claim.com","1"
"Delivery attempt failed. Rescheduled FedEx delivery details: http://verify-account-urgent.org","1"
"Hi Mike, please review the attached document for our project and let me know your thoughts.","0"
"Your account settings have been updated as requested.","0"
"Your invoice from Microsoft for $99.99 is attached.","0"
"Security alert: Unusual activity detected on your Instagram account. Verify here: http://crypto-rewards-claim.com","1"
"Unusual transaction detected on TD Bank account ending in 6843. Review: http://ceo-urgent-request.biz","1"
"WARNING: Your cryptocurrency wallet has been compromised: http://verify-account-urgent.org","1"
"You've been featured on Match.com! See your matches: http://crypto-rewards-claim.com","1"
"Your invoice from PayPal for $150.0 is attached.","0"
"Your invoice from Google for $25.99 is attached.","0"
"Your Facebook account has been locked. Unlock here: http://banking-security-alert.com","1"
"Account alert: Verify your US Bank account information at: http://verify-account-urgent.org","1"
"Sprint retrospective notes are posted. Please add your feedback.","0"
"Conference call invitation: budget - Feb 20 at 2:00 PM.","0"
"Product updates from Microsoft: What's new in version 4.1.","0"
"Weekly newsletter from Best Buy: Top stories and updates.","0"
"Payment confirmation: $25.99 received. Thank you for your business.","0"
"Invoice #974 from Microsoft is due on Feb 20.","0"
"Your subscription renewal receipt for Netflix - $99.99.","0"
"Purchase receipt: books from eBay. Total: $25.99.","0"
"Thank you for your payment of $25.99. Transaction ID: 263.","0"
"Your appointment is confirmed for Feb 20 at 11:00 AM.","0"
"Your subscription renewal receipt for Spotify - $49.99.","0"
"Office hours: Available for questions Tuesday from 3:30 PM to 4:00 PM.","0"
"Your Adobe billing statement for January is ready.","0"
"Invoice #531 from Netflix is due on Jan 15.","0"
"Lucky winner! You won a new iPhone from Target. Claim immediately: http://secure-login-verify.com","1"
"Suspicious login detected on Outlook. Click to secure your account: http://tax-refund-claim.gov.phishing.com","1"
"Could you please share the Q1 metrics when they're ready?","0"
"IMMEDIATE: Board approved emergency payment. Execute: http://package-tracking-update.net","1"
"Save the date: Annual Webinar on Mar 10.","0"
"URGENT: Your Dropbox account has been compromised. Reset password immediately: http://verify-account-urgent.org","1"
"Quick update on the API Integration project - everything is on track for the deadline.","0"
"Someone nearby wants to meet you! Details: http://ceo-urgent-request.biz","1"
"Conference call invitation: timeline - Mar 10 at 3:30 PM.","0"
"New blog post: 'Best Practices Guide' by Emily. Read now.","0"
"The all-hands meeting is rescheduled to Friday at 3:30 PM.","0"
"Your subscription has been successfully updated to Professional.","0"
"Thank you for your payment of $299.99. Transaction ID: 109.","0"
"Payment confirmation: $299.99 received. Thank you for your business.","0"
"URGENT: Your Match.com profile will be deleted. Verify: http://crypto-rewards-claim.com","1"
"Meeting confirmation: Client presentation on Friday, 10:00 AM.","0"
"ALERT: Suspicious activity on your crypto wallet. Review: http://crypto-rewards-claim.com","1"
"Receipt for your purchase at Netflix on Apr 5. Order #268.","0"
"Office hours: Available for questions Wednesday from 11:00 AM to 4:00 PM.","0"
"Thank you for your patience. Your order #251 has shipped.","0"
"Delivery attempt failed. Rescheduled UPS delivery details: http://account-update-now.net","1"
"Just confirming our coffee chat tomorrow at 11:00 AM.","0"
"Calendar invitation: Team Lunch on Mar 10 at 3:30 PM.","0"
"Executive order: Change wire transfer routing details: http://tax-refund-claim.gov.phishing.com","1"
"URGENT: Amazon Logistics shipment #213332 requires action. Track: http://secure-login-verify.com","1"
"New blog post: 'Industry Trends 2024' by Lisa. Read now.","0"
"Your Bank of America account requires immediate verification to avoid closure: http://claim-prize-here.com","1"
"Subscriber exclusive: Early access to our new course on requirements.","0"
"Your appointment is confirmed for Jan 15 at 3:30 PM.","0"
"IRS NOTICE: Unpaid taxes detected. Payment required: http://claim-prize-here.com","1"
"New Bitcoin investment platform. Guaranteed returns: http://claim-prize-here.com","1"
